Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
FDU31,10.5,Regular,0.025041738,Food,218.7508,OUT045,2002,Small,Tier 2,Supermarket Type1,3255.762,201-250
FDO13,7.865,Low_Fat,0.061405051,Food,166.3526,OUT017,2007,Small,Tier 2,Supermarket Type1,1973.4312,151-200
FDL16,12.85,Low_Fat,0.169139066,Food,46.406,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,0-50
FDD40,20.25,Regular,0.014823358,Food,190.7162,OUT045,2002,Small,Tier 2,Supermarket Type1,1154.4972,151-200
FDP03,5.15,Regular,0.061165512,Food,125.6388,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.2924,101-150
FDA46,13.6,Low_Fat,0.117537563,Food,195.4136,OUT013,1987,High,Tier 3,Supermarket Type1,5443.5808,151-200
FDT58,9.0,Low_Fat,0.086088353,Food,168.7816,OUT049,1999,Medium,Tier 1,Supermarket Type1,3355.632,151-200
FDY52,6.365,Low_Fat,0.007363189,Food,63.2536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,51-100
FDH48,13.5,Low_Fat,0.0,Food,84.654,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,51-100
FDX19,19.1,Low_Fat,0.097127867,Food,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,201-250
FDL44,18.25,Low_Fat,0.012272797,Food,160.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788,151-200
FDK08,9.195,Regular,0.214139786,Food,102.4016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,101-150
FDT16,9.895,Regular,0.048860587,Food,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448,
DRE01,10.1,Low_Fat,0.279783532,Drink,241.8512,OUT010,1998,Small,Tier 3,Grocery Store,484.7024,201-250
FDF57,14.5,Regular,0.058946687,Food,168.6448,OUT045,2002,Small,Tier 2,Supermarket Type1,2897.5616,151-200
DRJ13,12.65,Low_Fat,0.063146492,Drink,159.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.7468,151-200
FDZ25,15.7,Regular,0.027729547,Food,169.379,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.011,151-200
FDZ07,15.1,Regular,0.164391573,Food,62.8194,OUT019,1985,Small,Tier 1,Grocery Store,61.9194,51-100
FDU50,5.75,Regular,0.075322658,Food,116.3176,OUT045,2002,Small,Tier 2,Supermarket Type1,2519.3872,101-150
NCM19,12.65,Non_Edible,0.047197936,Non_Consumable,114.1202,OUT013,1987,High,Tier 3,Supermarket Type1,3488.1262,101-150
FDC16,11.5,Regular,0.020611526,Food,84.954,OUT045,2002,Small,Tier 2,Supermarket Type1,865.54,51-100
FDW35,10.6,Low_Fat,0.011106465,Food,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.454,0-50
FDL52,6.635,Regular,0.046277956,Food,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,0-50
FDP46,15.35,Low_Fat,0.0,Food,88.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66,51-100
FDP12,9.8,Regular,0.045522854,Food,35.0874,OUT017,2007,Small,Tier 2,Supermarket Type1,352.874,0-50
FDZ13,7.84,Regular,0.154120252,Food,51.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,51-100
FDV43,16.0,Low_Fat,0.077290355,Food,44.5086,OUT017,2007,Small,Tier 2,Supermarket Type1,713.7376,0-50
FDR47,17.85,Low_Fat,0.087963415,Food,193.3794,OUT017,2007,Small,Tier 2,Supermarket Type1,4291.7468,151-200
FDQ12,12.65,Low_Fat,0.035410748,Food,231.401,OUT046,1997,Small,Tier 1,Supermarket Type1,2067.309,201-250
NCK18,9.6,Non_Edible,0.006708517,Non_Consumable,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.1312,151-200
FDW43,20.1,Regular,0.022460102,Food,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554,201-250
FDK34,13.35,Low_Fat,0.0,Food,238.7564,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.8512,201-250
DRJ37,10.8,Low_Fat,0.061446997,Drink,150.4024,OUT017,2007,Small,Tier 2,Supermarket Type1,2884.2456,151-200
DRM48,15.2,Low_Fat,0.112349962,Drink,39.1848,OUT027,1985,Medium,Tier 3,Supermarket Type3,559.272,0-50
FDT50,6.75,Regular,0.10821852,Food,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,51-100
FDK32,16.25,Regular,0.049074897,Food,154.2682,OUT045,2002,Small,Tier 2,Supermarket Type1,3354.3004,151-200
FDZ09,17.6,Low_Fat,0.105042025,Food,163.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,3111.9492,151-200
FDW57,8.31,Regular,0.115857223,Food,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616,151-200
FDG56,13.3,Regular,0.0713931,Food,61.0536,OUT013,1987,High,Tier 3,Supermarket Type1,1592.5936,51-100
FDN20,19.35,Low_Fat,0.026329989,Food,169.2474,OUT017,2007,Small,Tier 2,Supermarket Type1,3705.8428,151-200
FDK10,5.785,Regular,0.040587146,Food,180.366,OUT017,2007,Small,Tier 2,Supermarket Type1,1258.362,151-200
FDT48,4.92,Low_Fat,0.045955031,Food,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924,151-200
FDI16,14.0,Regular,0.136328794,Food,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584,51-100
NCL07,13.85,Non_Edible,0.0311868,Non_Consumable,39.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.012,0-50
FDR52,12.65,Regular,0.076198809,Food,191.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,2675.1844,151-200
NCM43,14.5,Non_Edible,0.019471688,Non_Consumable,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,151-200
FDU43,19.35,Regular,0.057762301,Food,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.2076,201-250
NCO26,7.235,Non_Edible,0.076855628,Non_Consumable,116.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.4364,101-150
FDI10,8.51,Regular,0.07802465,Food,171.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3448.844,151-200
FDN16,12.6,Regular,0.062827447,Food,105.099,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.786,101-150
FDN46,7.21,Regular,0.144856342,Food,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652,101-150
FDZ56,16.25,Low_Fat,0.04506213,Food,167.5474,OUT019,1985,Small,Tier 1,Grocery Store,1010.6844,151-200
FDB20,7.72,Low_Fat,0.05193741,Food,77.9986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,51-100
FDX14,13.1,Low_Fat,0.07494003,Food,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,51-100
FDD26,8.71,Regular,0.071806046,Food,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,5182.5872,151-200
DRF03,19.1,Low_Fat,0.045492697,Drink,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.9794,0-50
FDI36,12.5,Regular,0.062343432,Food,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,593.2278,151-200
DRK01,7.63,Low_Fat,0.061409711,Drink,94.6436,OUT017,2007,Small,Tier 2,Supermarket Type1,1607.2412,51-100
FDA08,11.85,Regular,0.049842613,Food,164.2526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,151-200
FDD03,13.3,Low_Fat,0.080257683,Food,232.63,OUT017,2007,Small,Tier 2,Supermarket Type1,1864.24,201-250
FDU26,16.7,Regular,0.042610897,Food,117.2782,OUT035,2004,Small,Tier 2,Supermarket Type1,715.0692,101-150
FDB09,16.25,Low_Fat,0.057485328,Food,126.2046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569,101-150
FDE36,5.26,Regular,0.042008667,Food,162.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3767.0964,151-200
FDV24,5.635,Low_Fat,0.103693024,Food,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.685,101-150
FDZ15,13.1,Low_Fat,0.020870744,Food,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.673,101-150
DRO35,13.85,Low_Fat,0.034624104,Drink,115.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,4054.722,101-150
DRE27,11.85,Low_Fat,0.222063351,Drink,99.6726,OUT010,1998,Small,Tier 3,Grocery Store,195.7452,51-100
FDZ39,19.7,Regular,0.018024769,Food,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,101-150
FDY22,16.5,Regular,0.160624116,Food,143.8128,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.6304,101-150
FDA02,14.0,Regular,0.029578726,Food,143.5786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756.4436,101-150
FDK51,19.85,Low_Fat,0.008762556,Food,266.6884,OUT010,1998,Small,Tier 3,Grocery Store,264.9884,
NCI31,20.0,Non_Edible,0.081492092,Non_Consumable,35.519,OUT045,2002,Small,Tier 2,Supermarket Type1,1025.332,0-50
DRI03,6.03,Low_Fat,0.0226994,Drink,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672,151-200
FDI16,14.0,Regular,0.0,Food,53.064,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488,51-100
NCV54,11.1,Non_Edible,0.0,Non_Consumable,119.1124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.6364,101-150
DRJ24,11.8,Low_Fat,0.113559058,Drink,184.2924,OUT045,2002,Small,Tier 2,Supermarket Type1,1850.924,151-200
FDX36,9.695,Regular,0.128176489,Food,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,201-250
NCK53,11.6,Non_Edible,0.037793818,Non_Consumable,99.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,2281.6966,51-100
FDT21,7.42,Low_Fat,0.020374875,Food,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046,201-250
NCQ17,10.3,Non_Edible,0.0,Non_Consumable,154.663,OUT013,1987,High,Tier 3,Supermarket Type1,2816.334,151-200
FDV35,19.5,Low_Fat,0.128181759,Food,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,151-200
FDH14,17.1,Regular,0.046903482,Food,142.0838,OUT045,2002,Small,Tier 2,Supermarket Type1,2528.7084,101-150
FDS51,13.35,Low_Fat,0.032024659,Food,62.7194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.582,51-100
FDH28,15.85,Regular,0.110010191,Food,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,0-50
NCT53,13.05,Non_Edible,0.084245356,Non_Consumable,164.6526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,151-200
FDK34,13.35,Low_Fat,0.038519399,Food,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.4844,201-250
FDD03,13.3,Low_Fat,0.079739853,Food,233.03,OUT013,1987,High,Tier 3,Supermarket Type1,5359.69,201-250
NCO06,19.25,Non_Edible,0.108010006,Non_Consumable,33.3558,OUT035,2004,Small,Tier 2,Supermarket Type1,713.0718,0-50
FDN22,18.85,Regular,0.138585859,Food,252.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.7412,
FDN21,18.6,Low_Fat,0.076841095,Food,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248,151-200
FDT59,13.65,Low_Fat,0.015976249,Food,230.2668,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.7684,201-250
FDJ14,10.3,Regular,0.050353695,Food,78.696,OUT017,2007,Small,Tier 2,Supermarket Type1,1757.712,51-100
DRE15,13.35,Low_Fat,0.017821466,Drink,75.1012,OUT045,2002,Small,Tier 2,Supermarket Type1,1366.2216,51-100
NCS06,7.935,Non_Edible,0.031730739,Non_Consumable,261.091,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.919,
FDK15,10.8,Low_Fat,0.097937252,Food,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21,51-100
NCH07,13.15,Non_Edible,0.092854963,Non_Consumable,158.7604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,151-200
DRM23,16.6,Low_Fat,0.227189581,Drink,173.9422,OUT010,1998,Small,Tier 3,Grocery Store,172.4422,151-200
NCG42,19.2,Non_Edible,0.041227831,Non_Consumable,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,101-150
FDS21,19.85,Regular,0.020858779,Food,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791,51-100
FDW03,5.63,Regular,0.024520854,Food,102.8306,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814,101-150
FDD21,10.3,Regular,0.030693756,Food,114.2176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.8344,101-150
DRO35,13.85,Low_Fat,0.034640466,Drink,116.1492,OUT045,2002,Small,Tier 2,Supermarket Type1,1274.3412,101-150
FDS19,13.8,Regular,0.0,Food,74.3012,OUT045,2002,Small,Tier 2,Supermarket Type1,1669.8264,51-100
FDE57,9.6,Low_Fat,0.036341539,Food,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,101-150
FDC16,11.5,Regular,0.0204702,Food,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,51-100
FDV48,9.195,Regular,0.051366901,Food,77.0644,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.1404,51-100
FDA52,16.2,Regular,0.128315409,Food,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,3881.614,151-200
FDC52,11.15,Regular,0.014497036,Food,150.8708,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,151-200
NCH30,17.1,Non_Edible,0.066828857,Non_Consumable,114.186,OUT027,1985,Medium,Tier 3,Supermarket Type3,1924.162,101-150
NCA42,6.965,Non_Edible,0.047784475,Non_Consumable,158.8604,OUT010,1998,Small,Tier 3,Grocery Store,316.9208,151-200
FDP48,7.52,Regular,0.043810028,Food,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.135,151-200
FDL51,20.7,Regular,0.047491371,Food,213.9876,OUT046,1997,Small,Tier 1,Supermarket Type1,2143.876,201-250
FDD35,12.15,Low_Fat,0.026010729,Food,119.144,OUT017,2007,Small,Tier 2,Supermarket Type1,2157.192,101-150
FDY57,20.2,Regular,0.121500143,Food,95.0752,OUT045,2002,Small,Tier 2,Supermarket Type1,2588.6304,51-100
FDA03,18.5,Regular,0.045534457,Food,146.3102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.255,101-150
FDZ33,10.195,Low_Fat,0.188038372,Food,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076,101-150
FDS24,20.85,Regular,0.062224479,Food,88.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,1682.4766,51-100
FDP39,12.65,Low_Fat,0.069532901,Food,51.8324,OUT049,1999,Medium,Tier 1,Supermarket Type1,1090.5804,51-100
FDG59,15.85,Low_Fat,0.043479126,Food,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,0-50
FDH32,12.8,Low_Fat,0.076060037,Food,95.141,OUT046,1997,Small,Tier 1,Supermarket Type1,868.869,51-100
FDJ28,12.3,Low_Fat,0.0,Food,190.9162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5772.486,151-200
FDO12,15.75,Low_Fat,0.055154296,Food,195.5452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712,151-200
FDB27,7.575,Low_Fat,0.055121892,Food,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.304,151-200
FDW51,6.155,Regular,0.094201477,Food,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,6817.792,201-250
FDP38,10.1,Low_Fat,0.031946638,Food,51.6008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1821.6288,51-100
NCV54,11.1,Non_Edible,0.057969482,Non_Consumable,119.3124,OUT019,1985,Small,Tier 1,Grocery Store,474.0496,101-150
NCU41,18.85,Non_Edible,0.052054819,Non_Consumable,189.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.9306,151-200
FDV57,15.25,Regular,0.065999008,Food,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958,151-200
FDR23,15.85,Low_Fat,0.081953387,Food,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,2646.555,151-200
FDK56,9.695,Low_Fat,0.0,Food,186.7898,OUT010,1998,Small,Tier 3,Grocery Store,561.2694,151-200
FDJ48,11.3,Low_Fat,0.056387854,Food,245.4118,OUT013,1987,High,Tier 3,Supermarket Type1,6669.3186,201-250
NCU05,11.8,Non_Edible,0.058975504,Non_Consumable,81.7618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,51-100
NCH54,13.5,Non_Edible,0.12163321,Non_Consumable,161.692,OUT010,1998,Small,Tier 3,Grocery Store,159.792,151-200
FDJ46,11.1,Low_Fat,0.044814962,Food,174.4054,OUT035,2004,Small,Tier 2,Supermarket Type1,4027.4242,151-200
FDB39,11.6,Low_Fat,0.038578846,Food,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,51-100
FDQ22,16.75,Low_Fat,0.029785889,Food,38.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,628.5152,0-50
FDP08,20.5,Regular,0.113045883,Food,194.1478,OUT017,2007,Small,Tier 2,Supermarket Type1,2906.217,151-200
NCK53,11.6,Non_Edible,0.037639672,Non_Consumable,98.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.8588,51-100
FDL48,19.35,Regular,0.08186804,Food,46.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1069.2748,0-50
FDX25,16.7,Low_Fat,0.102055777,Food,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964,151-200
FDC48,9.195,Low_Fat,0.015856295,Food,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064,51-100
NCQ05,11.395,Non_Edible,0.0,Non_Consumable,151.6708,OUT013,1987,High,Tier 3,Supermarket Type1,3460.8284,151-200
FDE17,20.1,Regular,0.054455495,Food,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,101-150
FDO56,10.195,Regular,0.078758649,Food,116.3808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,101-150
FDW03,5.63,Regular,0.024536636,Food,106.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,2090.612,101-150
FDE44,14.65,Low_Fat,0.171245426,Food,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,51-100
FDS21,19.85,Regular,0.036551446,Food,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,51-100
FDL08,10.8,Low_Fat,0.049719026,Food,246.7144,OUT046,1997,Small,Tier 1,Supermarket Type1,5145.3024,201-250
DRN35,8.01,Low_Fat,0.070247589,Drink,37.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216,0-50
FDY35,17.6,Regular,0.015950066,Food,47.7402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975.4286,0-50
NCO42,21.25,Non_Edible,0.024650932,Non_Consumable,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.204,101-150
FDH60,19.7,Regular,0.081193712,Food,198.411,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.343,151-200
FDI14,14.1,Low_Fat,0.089677773,Food,139.8496,OUT046,1997,Small,Tier 1,Supermarket Type1,1693.7952,101-150
FDK24,9.195,Low_Fat,0.10080442,Food,45.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,1041.3112,0-50
DRK59,8.895,Low_Fat,0.0,Drink,232.9616,OUT045,2002,Small,Tier 2,Supermarket Type1,2812.3392,201-250
NCN17,11.0,Non_Edible,0.054939029,Non_Consumable,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728,101-150
FDT55,13.6,Regular,0.043443753,Food,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624,151-200
DRI01,7.97,Low_Fat,0.034286109,Drink,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,151-200
FDW45,18.0,Low_Fat,0.039090105,Food,148.4418,OUT045,2002,Small,Tier 2,Supermarket Type1,4119.9704,101-150
DRI23,18.85,Low_Fat,0.137755834,Drink,161.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.0716,151-200
FDX45,16.75,Low_Fat,0.104348025,Food,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.353,151-200
DRL35,15.7,Low_Fat,0.030554947,Drink,41.877,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.202,0-50
FDD23,9.5,Regular,0.048883854,Food,185.7898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.2572,151-200
FDX51,9.5,Regular,0.022093019,Food,195.9452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,151-200
NCQ50,18.75,Non_Edible,0.034141213,Non_Consumable,211.9218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3419.5488,201-250
FDK33,17.85,Low_Fat,0.011180843,Food,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12,201-250
FDI52,18.7,Low_Fat,0.105104552,Food,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.5792,101-150
FDQ48,14.3,Regular,0.034404732,Food,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363,51-100
FDQ40,11.1,Regular,0.036083537,Food,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,151-200
FDG08,13.15,Regular,0.165616415,Food,172.6764,OUT049,1999,Medium,Tier 1,Supermarket Type1,2061.3168,151-200
FDD51,11.15,Low_Fat,0.119371835,Food,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488,0-50
NCG18,15.3,Non_Edible,0.038460297,Non_Consumable,104.0332,OUT010,1998,Small,Tier 3,Grocery Store,205.0664,101-150
FDA13,15.85,Low_Fat,0.07871426,Food,37.2506,OUT045,2002,Small,Tier 2,Supermarket Type1,493.3578,0-50
FDC29,8.39,Regular,0.024243294,Food,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464,101-150
FDR20,20.0,Regular,0.028180789,Food,46.8744,OUT045,2002,Small,Tier 2,Supermarket Type1,905.488,0-50
FDL32,15.7,Regular,0.122657336,Food,110.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.9616,101-150
FDN48,13.35,Low_Fat,0.064938448,Food,90.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.9668,51-100
FDB27,7.575,Low_Fat,0.055502454,Food,196.5768,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144,151-200
NCR17,9.8,Non_Edible,0.024482644,Non_Consumable,116.2492,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.23,101-150
NCQ50,18.75,Non_Edible,0.034307348,Non_Consumable,215.2218,OUT046,1997,Small,Tier 1,Supermarket Type1,4701.8796,201-250
NCK06,5.03,Non_Edible,0.008639333,Non_Consumable,122.2756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,101-150
FDT24,12.35,Regular,0.0,Food,75.9328,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.0792,51-100
FDF22,6.865,Low_Fat,0.056830682,Food,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,201-250
FDN33,6.305,Regular,0.12301331,Food,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592,51-100
FDM28,15.7,Low_Fat,0.045203854,Food,180.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.894,151-200
FDR11,10.5,Regular,0.142827296,Food,159.4578,OUT045,2002,Small,Tier 2,Supermarket Type1,3048.6982,151-200
FDZ56,16.25,Low_Fat,0.025612348,Food,168.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3200.5006,151-200
NCB43,20.2,Non_Edible,0.099893424,Non_Consumable,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858,151-200
FDY26,20.6,Regular,0.030504756,Food,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148,201-250
FDE34,9.195,Low_Fat,0.107891398,Food,182.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,3817.0314,151-200
NCO17,10.0,Non_Edible,0.073493831,Non_Consumable,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66,101-150
FDY25,12.0,Low_Fat,0.034112833,Food,180.1976,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.1472,151-200
FDJ45,17.75,Low_Fat,0.073559521,Food,33.9216,OUT045,2002,Small,Tier 2,Supermarket Type1,830.9184,0-50
FDV50,14.3,Low_Fat,0.122571209,Food,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,985.384,101-150
FDW52,14.0,Regular,0.037340835,Food,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,151-200
DRG03,14.5,Low_Fat,0.062239081,Drink,154.2998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.7978,151-200
FDV45,16.75,Low_Fat,0.045009952,Food,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,2440.8228,151-200
FDY40,15.5,Regular,0.086320509,Food,48.1692,OUT017,2007,Small,Tier 2,Supermarket Type1,985.384,0-50
DRO47,10.195,Low_Fat,0.112203445,Drink,111.786,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79,101-150
DRH03,17.25,Low_Fat,0.035064318,Drink,92.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,51-100
FDW12,8.315,Regular,0.035773394,Food,144.3444,OUT017,2007,Small,Tier 2,Supermarket Type1,3483.4656,101-150
FDO52,11.6,Regular,0.077100381,Food,172.4106,OUT013,1987,High,Tier 3,Supermarket Type1,1539.9954,151-200
FDX03,15.85,Regular,0.060800116,Food,44.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.6648,0-50
FDB23,19.2,Regular,0.00978492,Food,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,201-250
FDJ22,18.75,Low_Fat,0.09246392,Food,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008,151-200
NCV53,8.27,Non_Edible,0.018797945,Non_Consumable,241.288,OUT013,1987,High,Tier 3,Supermarket Type1,5512.824,201-250
FDA21,13.65,Low_Fat,0.03595391,Food,185.2924,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.5708,151-200
